T5.K4.652.A98542 K6.QJT976.QT7.Q6 432.A.AKJ93.JT73 AQJ987.8532.84.K:65658888888843433232
AQ2.97.AJ92.KJ65 J85.KQ2.6543.T98 T7.JT6.KQ87.A743 K9643.A8543.T.Q2:53538787878722222222
865.A54.T.Q98432 J4.J832.AQJ43.76 A972.K976.K2.AJ5 KQT3.QT.98765.KT:54546666666688884443
QT7.QJ75.3.A9842 98543.A6.KJ5.KJ7 K62.KT8432.T4.T6 AJ.9.AQ98762.Q53:B9B9A9A94444BBBB6666
43.AK2.A9543.Q76 975.Q873.J.AKJ93 KJT862.5.KQ87.T5 AQ.JT964.T62.842:76765454AAAA4343A9A9
QJ8763.T6.Q3.Q54 A42..KT642.AKJT2 K5.J8742.987.973 T9.AKQ953.AJ5.86:DDDD8888CCCCDDDDDDDD
KQT9.92.6542.J73 J75.QJT6.JT.KQ96 A3.K8754.Q87.T54 8642.A3.AK93.A82:A9A999999797A9A9B9B9
QJ962.87.K5.QJT6 K7.J965.762.8742 T43.QT42.Q983.A5 A85.AK3.AJT4.K93:87876666989899998888
J52.AQJT83..AKJT 86.K7542.K7632.4 AKQ..AQ94.Q87632 T9743.96.JT85.95:11113232111155550000
AQ52.AK3.Q94.T64 KJT876.85.875.Q5 43.QT97.KT.AJ732 9.J642.AJ632.K98:33336666333365652222
KT842.K63.A7.876 AQ973.T4.J5.QT53 .J98.Q96432.J942 J65.AQ752.KT8.AK:AABABBBBA9A977779998
AK52.K9842.AT93. Q9873.J65.K6.K94 64.73.QJ542.8752 JT.AQT.87.AQJT63:9898969865663232A9A9
J9743.AT7.QJ4.T6 AQ.Q542.AT86.AK2 KT6.J6.975.98754 852.K983.K32.QJ3:88887777999999998888
QJ5..KT63.AKT732 A96.KQ9654.Q8.95 KT874.AJ82.J74.8 32.T73.A952.QJ64:44443233666644444344
K4.KT75.J72.9862 J53.Q83.9653.T74 Q62.AJ64.AT8.KQ5 AT987.92.KQ4.AJ3:54546676444465654444
3.64.AJT87653.T2 JT9.8752..987654 KQ652.AQJ9.9.AQ3 A874.KT3.KQ42.KJ:55656676657533438787
K32.K9842.AJ843. A7.QT.KQT762.T65 JT654.J63.5.AKQ9 Q98.A75.9.J87432:55554444544476778778
J87.4.K654.AQ942 AQ2.JT62.AT983.6 K96.K3.QJ72.K853 T543.AQ9875..JT7:88889898AABA55555464
J62.QT6.Q9862.JT T54.94.AK74.KQ63 AQ987.K.53.87542 K3.AJ87532.JT.A9:88887676BABA88888888
K932.AJ964..QJT4 J54.Q5.KT43.AK32 QT7.KT83.Q62.985 A86.72.AJ9875.76:98985555434399997575
A3.AKJ4.A52.KQ42 KT875.95.QJT.765 Q92.QT72.K983.T3 J64.863.764.AJ98:33335555222233333333
AQ.J.JT87432.K32 J52.972.A.QJT765 764.AQ85.KQ96.84 KT983.KT643.5.A9:63639999888822229899
AQJ64.32.J98532. T8.AT764.6.KJ965 75.KQ8.A74.AT732 K932.J95.KQT.Q84:65654444767633336666
3.KJ.A7532.T9864 K8.Q9842.94.QJ73 764.A7653.Q8.A52 AQJT952.T.KJT6.K:9999AAAA877776766666
KQ87.962.Q8732.3 J9653.QJ.KT.AK72 AT.K754.AJ65.T94 42.AT83.94.QJ865:858477778685335399A9
874.6.KT96.KT876 AJ.AQJT.Q52.AJ53 KT.98542.J74.Q42 Q96532.K73.A83.9:BBBABABAAAAA88877777
62.A97.KJ85.AK92 AQT3.JT53.A9.764 J94.KQ86.74.J853 K875.42.QT632.QT:55557777444477773333
KQ752.KQJ3.J.K76 A83.9765.T986.53 T94.T8.KQ5.AT982 J6.A42.A7432.QJ4:43433333434366664444
K63.KQ32.AK86.95 QT4.AT954.97.KJ2 AJ8.J8.JT53.Q873 9752.76.Q42.AT64:44445555555533336565
QJ32.6.AKQ2.AQ74 AKT876.AK5.84.KJ .QT843.T763.9865 954.J972.J95.T32:65557777656533333333
Q3.AQ8.K43.QJ943 AK98742.2.AJ765. 5.KJT7543.2.KT72 JT6.96.QT98.A865:D6D6DCDC4333DBBB4333
AQT82.96.K72.A42 K9.T8432.A4.9875 J4.J7.T965.KQT63 7653.AKQ5.QJ83.J:77777575AAAA76766565
JT4.Q862.Q4.QT74 Q3.JT53.A732.J93 875.AK.KJ86.AK62 AK962.974.T95.85:66666666555555554343
K.KJ62.J752.J872 AJ.AQ87543.T6.Q3 Q7542.9.KQ43.AT9 T9863.T.A98.K654:86868787989865657676
KQ4.K87.KJ732.T8 863.T52.QT54.K93 JT.A96.A98.AJ752 A9752.QJ43.6.Q64:43436665555533333333
KT52.AQ754.A53.4 A.KJ9632.KT6.T93 763..J9874.AKJ87 QJ984.T8.Q2.Q652:66764444767633335455
AK8542.A6.K42.T5 763.Q87.753.KQ97 J9.J2.AQT98.A643 QT.KT9543.J6.J82:00000000767600004444
Q654.QT.9432.J73 AJ92.A863.QT5.85 T3.J542.AK6.KQ92 K87.K97.J87.AT64:88888888888888887777
QJ52.AQ.KJT75.KJ AK8.K8642.Q3.AQ7 9763.T7.642.T965 T4.J953.A98.8432:A8887666BABA87779999
A973.AJ.9.KJT962 K.K9753.AQ864.AQ QJT8.QT864.K3.53 6542.2.JT752.874:757543435555AAAA4444
JT53.985.4.J9732 K72.AQ43.AQ982.A Q864.KJ.KJT65.65 A9.T762.73.KQT84:99998888BBBBAAA9AAA9
T6.J4.Q753.KJ863 KJ8.97.AKJT92.AT Q954.KQ52.86.Q94 A732.AT863.4.752:9898A9A9A999AAAA7776
Q865.7.QT852.K85 T9.J95.J93.AQ973 AKJ74.832.74.J62 32.AKQT64.AK6.T4:A8A86565CBCB8787AAAA
85.K82.9432.KT96 AQT64.A75.QJT.A5 9732.JT.AK85.J74 KJ.Q9643.76.Q832:A7A89999A9A955557777
542.KT53.T4.AJT3 AT9863.9.K986.74 KQJ.AJ87.2.K9865 7.Q642.AQJ753.Q2:747488884343CACA4242
AK6.A3.AK964.KQ7 Q953.T852.2.9862 J87.KJ74.T7.AJ43 T42.Q96.QJ853.T5:11113232222222221111
KT2.J7.AT2.A8765 Q3.AKQT65.J43.Q9 764.8.KQ9865.K32 AJ985.9432.7.JT4:75759898999943434343
A5.K84.AT73.9642 QT872.AJ5..KQ873 K94.T976.KQJ64.A J63.Q32.9852.JT5:55558888434322228888
J6.AJ7642.T93.A2 T93.QT.AK64.J543 AK752.93.72.Q986 Q84.K85.QJ85.KT7:77776666656587877777
J98763.9.JT52.T6 KT542.KQ8653.8.7 .AJ7.AQ63.AQJ984 AQ.T42.K974.K532:66657777999933333232
JT74.A7.K852.942 K98.KJ83.J.AKQ83 A52.Q4.AQ743.T75 Q63.T9652.T96.J6:66666666AAAA5555AAAA
Q4.KJ6.T954.T732 82.Q53.KQ3.AQJ94 7653.T987.J8.K65 AKJT9.A42.A762.8:CBCCCCCCBBBBCBCCCBCC
KT64.AKJ8.5.K985 752.Q94.QJ83.763 AJ9.72.AKT9642.T Q83.T653.7.AQJ42:32322222333322224444
973.J8.J94.AQJ76 KQT5.7632.T53.T9 8642.AKT4.Q86.42 AJ.Q95.AK72.K853:77777676777785856666
AKT54.Q32.J84.K9 Q62.95.96532.QJ8 83.AJ74.QT.T7643 J97.KT86.AK7.A52:76765555556587875565
J7.Q5.95432.KJ98 Q8532.2.AT76.AT6 AT.9876.J8.Q7532 K964.AKJT43.KQ.4:CACACCCCCCCCA9A97777
AQJ.2.9632.AK752 T953.Q9873.A4.Q8 K42.J4.KQ85.J643 876.AKT65.JT7.T9:65656565777722222222
93.A9742.KJT54.A AJT6.Q6.9863.K64 5.KJT5.AQ2.T9853 KQ8742.83.7.QJ72:62629797101011115555
KQ4.KJ83.AKQ2.J5 A8752.A65.5.AKQ6 JT3.Q974.J964.T9 96.T2.T873.87432:7777989854545555BABA
3.63.J74.AKQ8542 K7654.AK.K986.T7 AJ8.QJ95.Q532.93 QT92.T8742.AT.J6:5555AAAA868677775454
.62.J7543.KT9863 JT764.K93.AQ8.72 Q32.AQJT85.K.J54 AK985.74.T962.AQ:9999AAAA555587872222
T9873.J52.8.AK62 AQ.AT9643.J532.Q K52.K7.AK74.JT74 J64.Q8.QT96.9853:54543333777787873333
4.9654.AK92.AQT5 T63.KJT32.T.KJ74 Q52.AQ8.Q765.832 AKJ987.7.J843.96:6666A8A8655555556565
85.T7543.4.AJ865 AKQT72.9.73.KT93 J63..AJ98652.Q72 94.AKQJ862.KQT.4:BBBBB8B8AAAA66667666
92.K7.532.AK8532 AQJT.AT982.T8.76 84.J643.Q74.QJT4 K7653.Q5.AKJ96.9:C7C7CBCBBBBBCBCB7676
42.Q743.K9764.85 AQ6.K8..AKQJT962 JT83.AJT9.T82.74 K975.652.AQJ53.3:DCC9BAB987867777DCCB
Q98643.75.T.T875 AT7.T32.J643.964 KJ52.AKJ6.KQ98.A .Q984.A752.KQJ32:64642222656576766666
K84.T62.J542.K53 32.Q97.Q98.QT842 AQJ95.KJ83.T.AJ6 T76.A54.AK763.97:64643332333266666665
8762.KQ96.T4.K43 Q4.T87542.AK7.95 KT53.AJ.J93.AT76 AJ9.3.Q8652.QJ82:878766668787A9A98888
T863..Q753.AT853 J7.KQT82.A64.Q92 AQ5.A976.JT.K764 K942.J543.K982.J:76766565989876764444
KQ96.4.AQ8.AJ963 752.AQJT75.3.Q75 AJ.932.KJ95.KT84 T843.K86.T7642.2:60603030777732321010
A86.AJ532.T95.85 KJ2.KQ.J76.AKQJ4 QT9.9764.432.962 7543.T8.AKQ8.T73:BABAAAAA7777BBBBBBBB
KJ96.A942..K9642 Q43.QJ3.742.AJ87 T8.K865.A983.T53 A752.T7.KQJT65.Q:88887777555598985555
AT97532.A973.63. 84.J4.K2.JT86542 KQJ6.KQ8.Q974.Q7 .T652.AJT85.AK93:A2A2222252528787DBDB
K852.T7.542.9432 76.QJ832.AQJ76.5 QJ43.K.T93.KQT76 AT9.A9654.K8.AJ8:CCCC8787DDDDCCCC7777
K87.AK42.QJ984.T 5.853.AK752.Q987 AJ6432.J976..653 QT9.QT.T63.AKJ42:77772222333377778787
QT973.J632.KT2.Q J5.AT98.54.JT973 4.KQ54.AQ9.A8642 AK862.7.J8763.K5:66655555444465667676
J3.KJ9.AQ4.KQJ93 T97.T852.T8653.5 Q865.A7643.KJ.87 AK42.Q.972.AT642:33335454444465653333
43.T832.964.KJT4 J8752.Q5.QJT8.AQ AKQ96.6.K2.98753 T.AKJ974.A753.62:CACA8888CCCCCCCC6565
J4.JT98.Q83.9843 AK9653..K4.AJT76 T87.AK753.A72.KQ Q2.Q642.JT965.52:9898BBBB65658888AAA9
AQT532.8753.QJ3. 87.QT.8642.AQ742 J6.K42.AT95.K983 K94.AJ96.K7.JT65:55654454666654549898
KQ853.Q87.JT42.7 T.AK9652.Q853.T4 94.JT3.96.AKQJ96 AJ762.4.AK7.8532:76768787999998987575
2.KT632.T9.AT952 KJ865..QJ63.QJ87 AQ7.AQ54.K74.K64 T943.J987.A852.3:33439998333387874343
K643.T3.AT2.AKJ9 AQT987.A84.6.T32 J5.KJ752.K843.Q8 2.Q96.QJ975.7654:65657676534364545454
KT98.QJ4.854.KT4 A7653.T82.72.632 .K765.AQJT6.A985 QJ42.A93.K93.QJ7:44546666334333333343
AT.J4.AQ853.T642 K752.Q9.K976.KQ3 QJ94.K75.JT42.95 863.AT8632..AJ87:A7A78888AAAA5555A9A9
AT853.QJ832.63.Q K4.KT954.A972.K6 976.A7.T5.JT9832 QJ2.6.KQJ84.A754:A9A977778888BBBB7777
K6.AT42.AQT7.QT4 A874.J853.J9.K87 532.K76.K52.9632 QJT9.Q9.8643.AJ5:76769898766665666566
KT.2.QT43.K96543 97542.87.AJ7.AJT QJ86.AK6.9862.Q7 A3.QJT9543.K5.82:97977777AAAA55557676
K872.AKQT8.AQT.8 AJT4.J93.65.K763 9.5.982.AQJT9542 Q653.7642.KJ743.:43446565636454542121
QJ9.AKQT854.Q.Q4 84.J3.AT643.KJ93 KT763.962.952.75 A52.7.KJ87.AT862:B6B666664444CCCCCBCB
863.AJ53.J963.97 K92.T6.AKT4.A542 A.K9842.Q875.KQJ QJT754.Q7.2.T863:75759898535344448888
T52.T543.975.QJ4 KQ93.J.QT4.AKT62 874.A862.A.98753 AJ6.KQ97.KJ8632.:BBBBBBBBAAAABBBB9999
J94.AKQ5.KJ763.A AKQ8763.T62.T.62 T2.J8.AQ94.JT875 5.9743.852.KQ943:73738787333320205454
T7653.983.5.9874 K2.Q2.AT9732.AJ3 98.AKJT6.K86.Q62 AQJ4.754.QJ4.KT5:888888887676AAAA9898
432.J98742.J4.T2 KJ6.KQ3.QT653.Q8 QT985.A65.K97.64 A7.T.A82.AKJ9753:BBBB88887776BBBBBBBB
KJ7.JT74.653.K53 .AKQ865.AJ87.QT4 QT98632..9.98762 A54.932.KQT42.AJ:DDDD4444DDDDDDDC7575
KQT.7.AK84.KQ763 J976.J82.QT32.JT 82.K96543.J9.954 A543.AQT.765.A82:65668787656666664444
A2.A54.AQ932.743 T973.QJT6.54.986 6.K9873.K76.QT52 KQJ854.2.JT8.AKJ:55559999555533335454
T654.J9.J86.KT64 9873.83.AQ92.AQ8 K.Q76542.T53.752 AQJ2.AKT.K74.J93:CCCCCCCCAAAACCCCCCCC
KT9.AT872.AJ.K93 A42.Q.KT6543.JT2 53.K54.982.Q8654 QJ876.J963.Q7.A7:83859898555598985455
Q4.52.AK943.JT98 A86.KT76.T2.7542 JT972.AQJ8.QJ7.A K53.943.865.KQ63:44443232444422225554
Q95.K965.A8.AJ73 AJ732.T2.54.Q952 864.Q87.T97.K864 KT.AJ43.KQJ632.T:A8A8A8A88888BABA7777
Q842.AT6.KJ83.T9 K.J753.AQ2.AJ832 T7653.84.976.KQ5 AJ9.KQ92.T54.764:98986666A9AA8787A9A9
T9.KQT93.KT4.A32 AKJ632.J762.Q.J6 Q4.A54.AJ85.K975 875.8.97632.QT84:62628787222254544343
J975.AK8.K86.A93 Q.JT96.A953.JT65 K632.Q754.Q4.K72 AT84.32.JT72.Q84:43433333444477775555
974.AJ32.42.KQT4 AQJ6.Q876..A9872 KT52.T954.JT96.5 83.K.AKQ8753.J63:766686766666A9AAA6A9
5.Q865.8643.AQT3 KQ8763.2.Q752.J2 AJT4.A94.T9.8754 92.KJT73.AKJ.K96:66667777777777875555
KT87.Q98.72.KJT8 QJ42.T54.AKJ643. 53.AJ732.Q8.9654 A96.K6.T95.AQ732:B9B9B9AA7666BBBB7777
Q82.KQT9.K93.K54 J3.8543.Q84.JT87 AK965.A6.JT.A932 T74.J72.A7652.Q6:11111111111144443232
643.T654.K8654.6 KJ9875.KJ..QT943 T.AQ872.QJ73.KJ8 AQ2.93.AT92.A752:B8B8BBBA55544444BBBA
AQ985.QT2.KJ6.J5 KT63.A843.943.AK .KJ5.Q52.QT96432 J742.976.AT87.87:75757777777677764444
.987.AQ862.KQJ73 AKQT5.AKQJT6.3.6 62.42.KJ94.T9842 J98743.53.T75.A5:D8D8DCDCDADB43433333
Q5.A83.T42.T8653 AK9763.76.86.A94 J.KT542.A753.KQJ T842.QJ9.KQJ9.72:A7A7A9A9656577776565
J3.KQT74.T.AKT63 AT876.8.QJ97.942 K542.A53.643.Q87 Q9.J962.AK852.J5:63638787323299992222
KQ86.KT5.KT83.54 J9543.AQ92.42.K3 T7.83.AQ6.AJ9876 A2.J764.J975.QT2:76667777989865655555
T4.86.JT643.AJ63 Q9.QT943.K2.8742 J52.AKJ75.AQ85.T AK8763.2.97.KQ95:64648787555532318888
7.KJ865.Q9754.T3 AQ5.AQ2.AJT863.Q KJ9432.T74.K.752 T86.93.2.AKJ9864:CCCC99998888A9A9CCCC
872.52.J9653.KT2 .KQT976.7.A98753 AJT6.J83.AQT84.4 KQ9543.A4.K2.QJ6:A9A99899BBBB6565BBBB
KQ7.K7.K86.AJT43 865.Q984.AQ32.85 T32.A65.JT974.92 AJ94.JT32.5.KQ76:66667777888844446566
K953.3.8765.A962 AT.JT98.AQT2.QJ4 Q864.AQ6.J.KT875 J72.K7542.K943.3:97974444A9A998983333
QJ75.AQ8.T97.743 84.973.KJ43.AJ95 92.KJT6.A852.K82 AKT63.542.Q6.QT6:66666666666666668787
Q832.53.T2.AQJ87 KJT.AT97.K974.K5 754.J64.QJ653.T6 A96.KQ82.A8.9432:AAAAA9A9CCCC99999999
954.AKJT2.T6.AK7 AJ2.8654.Q5.QJT3 T876.9.KJ83.9652 KQ3.Q73.A9742.84:55556566555565666566
Q632.AT4.Q9432.4 KT97.KJ2.KJT6.T9 J84.9865.875.A86 A5.Q73.A.KQJ7532:BABB989899998888BBBB
JT9652.A74.42.75 K84.T965.QJ83.KJ A73.3.AK9765.864 Q.KQJ82.T.AQT932:97974343AAAA5555A9A9
K764.QT94.T643.8 QJT92.652.A.J963 853.KJ8.QJ2.AQT2 A.A73.K9875.K754:6666878777777676A9A9
6.T6.QJT87543.Q7 74.9872.AK9.AKJ3 AK52.AKJ53..9654 QJT983.Q4.62.T82:77779898556543437676
652.QJ43.65.8543 AJ.A6.973.KQT962 KQT4.K987.QT2.A7 9873.T52.AKJ84.J:C9C987876565CBCBCBCB
T9.KJ53.AQ964.J6 AK32.T8.J3.K9873 87654.A74.K.QT42 QJ.Q962.T8752.A5:66666666555566667777
QJ97.K976.742.62 T84.AJ8542.Q3.QT A652.Q.J986.AK87 K3.T3.AKT5.J9543:87876666999987879999
A.52.T7.QJ987532 T6543.QT3.J864.T QJ982.AK97.A53.A K7.J864.KQ92.K64:66665555555576761111
A95.A543.AJ.T862 KT87632.KQ.QT8.A Q4.J98.65.K97543 J.T762.K97432.QJ:756599996555AAAA5343
9854.QT83.J.AKJT AKJT63.64.KQ.Q87 7.AK52.AT952.965 Q2.J97.87643.432:65657676222254543222
JT43.Q7.A83.K962 AQ6.T9542.T72.QT K9.AJ.J965.AJ543 8752.K863.KQ4.87:54546666777744443343
J94.AJ8.A982.K98 T52.K752.63.AQ73 KQ763.Q9.74.6542 A8.T643.KQJT5.JT:77776666A99999997777
K7642.K872.KT8.6 953.J9643.Q72.K4 QJ.5.A653.AQT832 AT8.AQT.J94.J975:54544444555533334444
4.A3.KJ65432.KQ6 AQT97.T4.QT7.A54 K653.KJ96.8.T972 J82.Q8752.A9.J83:76777777666644445454
AK82.843.AQT53.5 J9.AQ9752.KJ.K64 T643.KT6.864.J98 Q75.J.972.AQT732:9898545498986565AAAA
AQ87.982.9.KT952 J92.K76.62.J7643 43.A543.AJT8743. KT65.QJT.KQ5.AQ8:77776666555544447777
Q2.KJ.AQ95.96532 K54.AQ972.J86.87 AJT986.T85.T7.T4 73.643.K432.AKQJ:65654444868677776666
K2.AKT2.86432.J5 Q.763.AJT97.QT87 AT965.J95.K5.K43 J8743.Q84.Q.A962:55555555545555558888
A763.82.AJ9863.9 KQT.AQ53.72.K654 J842.96.KQ5.JT82 95.KJT74.T4.AQ73:86866565AAAA55559999
AKQJ973.J9.K3.62 84.AT.QT6.KT7543 2.872.A9874.QJ98 T65.KQ6543.J52.A:84844444989875759696
AQ642.9762.Q4.72 T7.KT53.J9853.AK J53.AQ8.T72.J954 K98.J4.AK6.QT863:999977778888A9A99999
QJT83.5.K543.AK9 7.Q9762.A.JT8652 K52.AKJ43.J986.7 A964.T8.QT72.Q43:43433333545443438888
J862.AJ7.K.AKQ84 43.T3.QT98652.53 Q75.K8652.743.J7 AKT9.Q94.AJ.T962:93934444424299994343
K42.T854.A9.KT83 7653.6.QJT42.Q72 .K9732.87653.A64 AQJT98.AQJ.K.J95:88889999445477776666
AQ72.Q42.KQ7.A72 KT9.K853.4.KQ964 J865.AT7.J962.83 43.J96.AT853.JT5:65655454777766669888
K854.KQJ976.T63. A962.A42.AK95.Q6 J7.T85.QJ874.AK9 QT3.3.2.JT875432:6565888854545555AAAA
QJT83.AQT.QJ5.A4 AK5.762.T964.J86 .K83.A832.KQT732 97642.J954.K7.95:33334444222121211111
QJT5432.J6.9.A82 AK98.K.T6432.T76 .98543.KJ87.K943 76.AQT72.AQ5.QJ5:AAAA77779898A9A98787
K4.432.T854.KJT8 Q9853.K6.Q92.532 JT7.QJT7.K763.Q4 A62.A985.AJ.A976:9999AAAA888888889999
KQT95.A752.KT2.Q 863.QJ643..87532 A7.KT.876.AJT964 J42.98.AQJ9543.K:11112010433355552111
AKT9.AT.KQ2.K732 8742.Q754.AT9.64 Q3.KJ862.75.A985 J65.93.J8643.QJT:32222222111154442121
742.KT5.AT93.J75 AKQ6.963.874.T92 9853.AQ8.KQ.KQ84 JT.J742.J652.A63:55555555555555554444
K2.J8532.7.KQT62 AJ4.AT96.543.543 T863.Q4.AQ96.AJ9 Q975.K7.KJT82.87:777798986666AAAA6565
A8.KJ95.AQ863.95 KT43.Q862..KJ432 QJ962.4.95.AT876 75.AT73.KJT742.Q:55556555777765656555
863.954.QT2.T974 942.K7.AK865.632 AKQJT.AT83.J94.A 75.QJ62.73.KQJ85:66666565656577778888
KQ84.J732.KQ6.AT 93.AQ864.AJ92.53 AJT2.K5.743.KQ97 765.T9.T85.J8642:43332222555565654444
AQJ73.J95.86.T42 KT84.KT8.AQT3.65 95.62.J974.KQ983 62.AQ743.K52.AJ7:BBBB9999BBBBAAAA8888
942.A965.T8.K942 A65.KJ43.A965.A3 J73.T72.J732.876 KQT8.Q8.KQ4.QJT5:BBBBCCCCBBBBBBBBBBBB
2.8432.A73.A7643 A.AJ9.J982.KJ952 KQJ9543.QT7.K.T8 T876.K65.QT654.Q:959554547777AAAA8787
865.J.AJ962.QJ65 QJT4.K8763.Q53.2 K9.AQT92.8.AT873 A732.54.KT74.K94:66667585666677763333
KQ642.AT.92.AK73 JT8.753.K73.J654 75.KQ98.QJ65.QT8 A93.J642.AT84.92:43434242434344443333
T986.J863.JT8.Q7 K532.AQ.AK654.A8 Q4.9542.973.KT93 AJ7.KT7.Q2.J6542:CCCCCCCCAAAACCCCBBBB
6432.J5.T9.AT872 K87.KQ7.AK872.53 QT95.T84.Q64.J96 AJ.A9632.J53.KQ4:BBBB8888CCCCBBBB8888
.JT96.AJ3.AQJ764 KT83.8754.Q942.9 AQJ2.Q2.KT65.KT2 97654.AK3.87.853:22226565434322222222
85.AKQ4.KJT4.J64 J72.T52.96532.95 AQ643.3.AQ8.QT73 KT9.J9876.7.AK82:33435454555543434444
K965.KJ53..AT742 T82.A6.Q98754.93 AQ7.8.AJT63.QJ85 J43.QT9742.K2.K6:22221111555544441010
AT76.K874.53.A73 Q4.AJ6.T9872.J82 KJ852.Q9.K4.QT94 93.T532.AQJ6.K65:66664444667688884444
Q6.AT876.9542.J3 A9743.2.KT73.A64 JT852.KJ3..KQT75 K.Q954.AQJ86.982:888876765454AAAA6464
T.AJ85.874.A8765 65.KT9732.QJ9.92 AJ87432..T63.KQT KQ9.Q64.AK52.J43:66665454888876765252
T763.64.K86.8632 A85.KQJ5.A943.JT J92.A98732.72.K9 KQ4.T.QJT5.AQ754:CCCCBBBBAAAACCCCBBBB
KQJ4.Q6.AKQ75.32 T2.AT87.J982.AJ6 A3.KJ43.T643.KQ5 98765.952..T9874:22224454445433335564
T974.T8765.AK.Q9 AQ65.9.874.K8532 J8.AKQ2.Q952.AT4 K32.J43.JT63.J76:33335454222244446666
AQ6.Q2.AK654.Q62 J843.AT954..AK54 K2.KJ76.J983.T97 T975.83.QT72.J83:44447777666644446666
A.KT9875.9.A9862 Q743.AQJ.JT6.JT7 KJ62..AQ752.KQ53 T985.6432.K843.4:54547676545444431111
K64.AT5.JT4.AQJ3 QT95.KJ986.A7.76 72.742.65.KT9542 AJ83.Q3.KQ9832.8:7676AAAAA9A9AAAA5555
7643.AJ.Q9542.97 JT5.Q763.A3.J842 Q82.KT984.K8.AT5 AK9.52.JT76.KQ63:87877676666666668898
Q932.98.K983.832 KT754.KJ76.2.A95 J.532.JT765.KQJ6 A86.AQT4.AQ4.T74:BBBBBBBBCCCC65659999
AKT83..873.K7653 .KJ875.KQT954.42 Q75.AT92.J6.AT98 J9642.Q643.A2.QJ:62623232A9A998995040
KT42..AQ42.T9762 9.KT854.J9873.84 AQ8653.Q9.5.AKQJ J7.AJ7632.KT6.53:60600000878766660000
97.652.QJ83.KQ53 JT64.J8.KT4.J876 AK52.KT73.962.T9 Q83.AQ94.A75.A42:88888898878777778788
KQ542.Q75.T94.Q2 J96..AQJ872.A943 A87.AK643.63.K86 T3.JT982.K5.JT75:7575544455559999AAAA
8.854.AKQ85.A973 AK632.QJ9.T3.J86 QJT74.T.9762.KQ2 95.AK7632.J4.T54:84845555888822224343
T96.K6.T652.AJ73 AK3.AJT943.J7.92 J.Q8752.94.QT654 Q87542..AKQ83.K8:C8CCDBDC8788CBCC5555
AJ94.43.AKQJ3.AJ Q6.Q8.98642.8743 K853.KT5.7.K9652 T72.AJ9762.T5.QT:10201030666621321030
Q72.K2.KT9852.A5 KT4.T75.A.KJT983 AJ963.Q983.Q76.Q 85.AJ64.J43.7642:72723232767622229898
J3.JT2.Q86.AJ863 KQ8742.K87.A4.KQ A6.Q96.K952.T952 T95.A543.JT73.74:9898A9A9888876765555
A742.Q5.J9742.98 J6.JT9742.T5.532 K853.83.K83.QT74 QT9.AK6.AQ6.AKJ6:BBBB7787BBBB7777AAAA
K9654.63.K63.KQ5 AJT732.9.QT72.62 .AQJ754.954.AJ97 Q8.KT82.AJ8.T843:66668888444466765555
Q97542.AJT.Q2.54 AT63.KQ9832.T75. J.5.9864.AQT9876 K8.764.AKJ3.KJ32:BBBB8888CCCCAAAA6666
765.J5.QJ98643.T AQJ32.KT9.T.9864 KT984.A84..AKJ52 .Q7632.AK752.Q73:88883353888854547676
Q854.K98.J42.T87 JT2.T5.AKT9.KQ64 K9.QJ6432.3.J952 A763.A7.Q8765.A3:BABABABA6666CCCCBABA
T6.AJ62.KQJ2.Q86 J974.KQ5.T54.AK9 AK2.T83.A83.JT52 Q853.974.976.743:44446565444443434333
Q876.J3.97532.54 AJ4.KT64.KQ.QJT2 T932.72.AT84.A83 K5.AQ985.J6.K976:B9B97777BBBB7777BBBB
54.K97654.Q743.8 QT983.T3.K6.AK52 K.AQJ82.J852.JT7 AJ762..AT9.Q9643:C7C7DDDD54545565DDDD
92.AKJ7.JT932.QT QT765.954.5.AJ42 KJ43.3.AK764.965 A8.QT862.Q8.K873:55557676777732328787
QT.4.AQ95432.J43 A85.AJ53.86.AK92 K9432.KT9862.T.5 J76.Q7.KJ7.QT876:9999656555556666A9A9
764.J8742.T54.KJ AK3.AQ93.76.QT96 QJT92.K.AKJ.7542 85.T65.Q9832.A83:989877778888A8A89899
T943.J82.95.AQJT AQ6.KQ94.J8.7642 J82.A53.AT743.98 K75.T76.KQ62.K53:77776666888866667777
AKQT96.K52.876.7 73.AQ93.QT9.AKT5 J854.JT764.K4.93 2.8.AJ532.QJ8642:D7D765656676DCDCDCDC
42.JT2.KQJT.A653 A763.764.873.KT2 KQJT85.KQ83.A.84 9.A95.96542.QJ97:54543232434366666565
AK.T864.KQJ2.964 Q9542.AJ3.95.A73 J873.KQ75.A643.2 T6.92.T87.KQJT85:77776565333332328888
KQT5.42.QT42.K83 964.AJT6.A863.42 AJ732.KQ95.K75.5 8.873.J9.AQJT976:44443333656544448888
T952.T.A864.KQJ7 K6.AK974.QT2.A53 AQJ874.32.73.T64 3.QJ865.KJ95.982:66663232A9A988885353
AJ.QJT962.AQ6.65 K97.4.KJT842.J98 65432.K753.3.Q73 QT8.A8.975.AKT42:A6A687874444BBBBB9B9
T4.AQJ8.Q9.KQ743 AKJ762.9.AJT742. 985.KT764.3.AJ85 Q3.532.K865.T962:C3C3CCCC4242DCDC3333
J.KT2.AT953.AJT4 AT32.765.QJ.Q952 954.AJ983.764.K3 KQ876.Q4.K82.876:54547777323233335555
